id,name,date,artists,lyricists,composers,arrangers,discs,events
382,Wish Song,2021年9月29日,Liella!,宮嶋淳子,フワリ,兼松 衆,"{228, 246}","[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
384,バイバイしちゃえば！？,2021年9月29日,Liella!,宮嶋淳子,光増ハジメ,EFFY,{228},"[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
385,瞬きの先へ,2021年9月29日,Liella!,宮嶋淳子,藤澤慶昌,藤澤慶昌,{246},"[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
331,Queendom,2021年10月6日,鐘 嵐珠,BEATNINE,BEATNINE,BEATNINE,{225},"[{'event': '112', 'concert': '173', 'performance': '278'}, {'event': '112', 'concert': '173', 'performance': '277'}, {'event': '117', 'concert': '159', 'performance': '251'}]"
332,I’m Still...,2021年10月6日,ミア・テイラー,nana hatori,ソラノアルト,ソラノアルト,{225},"[{'event': '112', 'concert': '173', 'performance': '278'}, {'event': '112', 'concert': '173', 'performance': '277'}, {'event': '117', 'concert': '159', 'performance': '251'}]"
341,翠いカナリア,2021年10月6日,三船栞子,中村 歩、鈴木エレカ、JOE,今川トモミチ、鈴木エレカ、JOE,今川トモミチ、鈴木エレカ、JOE,{225},"[{'event': '112', 'concert': '173', 'performance': '278'}, {'event': '112', 'concert': '173', 'performance': '277'}]"
350,MONSTER GIRLS,2021年10月6日,R3BIRTH,Dummy Dog,Dummy Dog,Dummy Dog,{225},"[{'event': '112', 'concert': '173', 'performance': '278'}, {'event': '112', 'concert': '173', 'performance': '278'}, {'event': '112', 'concert': '173', 'performance': '277'}, {'event': '112', 'concert': '173', 'performance': '277'}]"
367,涙×,2021年10月7日,Aqours,畑 亜貴,山口朗彦,山口朗彦,{224},[]
364,L！L！L！ (Love the Life We Live),2021年10月13日,虹ヶ咲学園スクールアイドル同好会（12人）,Ayaka Miyake,Keisuke Koyama,Keisuke Koyama,{226},"[{'event': '117', 'concert': '159', 'performance': '251'}, {'event': '122', 'concert': '175', 'performance': '281'}]"
370,Toy Doll,2021年10月13日,ミア・テイラー,nana hatori,宮田'レフティ'リョウ、Carlos K.,Konnie Aoki,{226},"[{'event': '112', 'concert': '173', 'performance': '278'}, {'event': '112', 'concert': '173', 'performance': '277'}]"
371,夜明珠（イエミンジュ）,2021年10月13日,鐘 嵐珠,BEATNINE,BEATNINE,BEATNINE,{226},"[{'event': '112', 'concert': '173', 'performance': '278'}, {'event': '112', 'concert': '173', 'performance': '277'}]"
372,Break The System,2021年10月13日,上原歩夢,nana hatori、shun ÷1,nana hatori、shun ÷1,shun ÷1,{226},[]
373,TO BE YOURSELF,2021年10月13日,中須かすみ,Ryota Saito,Ryota Saito、Diz,Diz,{226},[]
374,エイエ戦サー,2021年10月13日,桜坂しずく,鈴木まなか,鈴木まなか、宮澤樹生,遠藤ナオキ,{226},[]
375,Turn it Up!,2021年10月13日,朝香果林,Akira Sunset,Akira Sunset、遠藤ナオキ,遠藤ナオキ,{226},[]
376,Diabolic mulier,2021年10月13日,宮下 愛,T4K,T4K、Luis Ogata,サイトウ リョースケ,{226},[]
377,Silent Blaze,2021年10月13日,近江彼方,鈴木エレカ,鈴木エレカ、田中マッシュ,田中マッシュ,{226},[]
378,ヤダ！,2021年10月13日,優木せつ菜,Akira Sunset,Akira Sunset、菊池博人,菊池博人,{226},[]
379,いつだってfor you!,2021年10月13日,エマ・ヴェルデ,鈴木エレカ、Carlos K.,米澤森人、藤原彩豊,藤原彩豊,{226},[]
380,First Love Again,2021年10月13日,天王寺璃奈,月見草,月見草、吉村隆行,吉村隆行,{226},[]
381,コンセントレイト！,2021年10月13日,三船栞子,村木海季男,ソラノアルト,ソラノアルト,{226},[]
390,ノンフィクション!!,2021年10月20日,Liella!,宮嶋淳子,モン吉、田中隼人,田中隼人,"{249, 229}","[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '117', 'concert': '159', 'performance': '251'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
392,Starlight Prologue,2021年10月20日,Liella!,宮嶋淳子,小幡康裕,山下洋介,"{249, 229}","[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '117', 'concert': '159', 'performance': '251'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
394,Day1,2021年10月20日,Liella!,KEN THE 390,めんま、KEN THE 390,家原正樹,{229},"[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '117', 'concert': '159', 'performance': '251'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
395,Dream Rainbow,2021年10月20日,Liella!,宮嶋淳子,山口朗彦,山下洋介,{249},"[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
352,Primary,2021年10月27日,Liella!,宮嶋淳子,小幡康裕,森 悠也,{231},"[{'event': '119', 'concert': '180', 'performance': '286'}, {'event': '119', 'concert': '180', 'performance': '285'}, {'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
356,Memories,2021年10月27日,澁谷かのん,宮嶋淳子,小幡康裕,森 悠也,{231},"[{'event': '119', 'concert': '169', 'performance': '271'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '167', 'performance': '267'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '163', 'performance': '258'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
361,Anniversary,2021年10月27日,唐 可可,宮嶋淳子,小幡康裕,森 悠也,{231},"[{'event': '119', 'concert': '171', 'performance': '274'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '169', 'performance': '270'}, {'event': '119', 'concert': '168', 'performance': '269'}, {'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}]"
369,Message,2021年10月27日,平安名すみれ,宮嶋淳子,小幡康裕,森 悠也,{231},"[{'event': '119', 'concert': '167', 'performance': '266'}, {'event': '119', 'concert': '166', 'performance': '265'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '263'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '162', 'performance': '257'}, {'event': '119', 'concert': '162', 'performance': '256'}]"
383,Ringing!,2021年10月27日,嵐 千砂都,宮嶋淳子,小幡康裕,森 悠也,{231},"[{'event': '119', 'concert': '171', 'performance': '275'}, {'event': '119', 'concert': '170', 'performance': '273'}, {'event': '119', 'concert': '170', 'performance': '272'}, {'event': '119', 'concert': '168', 'performance': '268'}, {'event': '119', 'concert': '166', 'performance': '264'}, {'event': '119', 'concert': '165', 'performance': '262'}, {'event': '119', 'concert': '164', 'performance': '261'}, {'event': '119', 'concert': '164', 'performance': '260'}, {'event': '119', 'concert': '163', 'performance': '259'}, {'event': '119', 'concert': '162', 'performance': '257'}]"
